subj,stim,mnist_index,cond,acc,rt,conf,conf_rt,sat,noise
5,2,150,0,1,0.897868313,3.5,0.584589312,accuracy focus,Low
6,2,150,0,0.5,0.679625417,3,0.110893958,accuracy focus,Low
7,2,150,0,1,0.743512999,4,0.314281646,accuracy focus,Low
8,2,150,0,0,0.822712562,2.5,2.014371083,accuracy focus,Low
10,2,150,0,1,0.790819209,4,0.396289958,accuracy focus,Low
11,2,150,0,1,0.825272791,3.5,0.554870083,accuracy focus,Low
12,2,150,0,1,0.855343167,4,0.313731833,accuracy focus,Low
13,2,150,0,1,0.728760708,4,0.239732604,accuracy focus,Low
14,2,150,0,1,0.683751354,4,0.176840854,accuracy focus,Low
15,2,150,0,1,1.023081333,4,0.144628084,accuracy focus,Low
17,2,150,0,1,0.80671623,4,0.27380052,accuracy focus,Low
18,2,150,0,1,1.059384583,3,0.907866771,accuracy focus,Low
19,2,150,0,1,0.819048042,3.5,0.529865687,accuracy focus,Low
20,2,150,0,1,0.74384298,3.5,0.731183292,accuracy focus,Low
21,2,150,0,1,0.942805687,1.5,0.85260725,accuracy focus,Low
22,2,150,0,1,0.62414875,3,0.469754208,accuracy focus,Low
23,2,150,0,1,0.588227584,4,0.216344896,accuracy focus,Low
24,2,150,0,1,0.794546605,4,0.440280958,accuracy focus,Low
25,2,150,0,1,0.748325896,3.5,0.622685625,accuracy focus,Low
26,2,150,0,1,0.885865584,4,0.281545896,accuracy focus,Low
27,2,150,0,1,0.644285334,4,0.308655271,accuracy focus,Low
28,2,150,0,0.5,0.843488042,3,1.313968354,accuracy focus,Low
29,2,150,0,1,0.886406125,4,0.461731229,accuracy focus,Low
30,2,150,0,0.5,1.134305229,3.5,2.173214187,accuracy focus,Low
31,2,150,0,1,0.779522333,3.5,0.41191975,accuracy focus,Low
32,2,150,0,1,0.994463979,1.5,1.314715813,accuracy focus,Low
33,2,150,0,1,0.742822854,4,0.353974979,accuracy focus,Low
34,2,150,0,1,0.799398417,4,0.433479854,accuracy focus,Low
35,2,150,0,1,1.044758146,4,0.210295063,accuracy focus,Low
36,2,150,0,1,0.802596542,4,0.776492166,accuracy focus,Low
37,2,150,0,1,0.654679459,3.5,0.679990291,accuracy focus,Low
38,2,150,0,1,1.030929479,4,0.45666823,accuracy focus,Low
39,2,150,0,1,0.903202917,3,1.517042666,accuracy focus,Low
40,2,150,0,1,0.884852313,4,0.418478042,accuracy focus,Low
41,2,150,0,1,1.182392437,4,0.319298542,accuracy focus,Low
42,2,150,0,1,1.424755917,3.5,0.337742834,accuracy focus,Low
43,2,150,0,1,0.646304624,4,0.38439227,accuracy focus,Low
44,2,150,0,1,1.014975563,4,0.409089771,accuracy focus,Low
45,2,150,0,1,0.740321855,4,0.266258521,accuracy focus,Low
46,2,150,0,1,0.810086646,2.5,0.526544479,accuracy focus,Low
47,2,150,0,1,1.474164166,3.5,0.543045834,accuracy focus,Low
48,2,150,0,1,0.869274062,4,0.353830771,accuracy focus,Low
49,2,150,0,1,0.653930729,4,0.178621209,accuracy focus,Low
50,2,150,0,1,0.813275,4,0.206894792,accuracy focus,Low
52,2,150,0,1,0.989692312,4,1.002826728,accuracy focus,Low
53,2,150,0,1,0.904391667,4,0.274047458,accuracy focus,Low
54,2,150,0,1,0.635830958,4,0.265141896,accuracy focus,Low
55,2,150,0,1,0.900351605,3,0.90640525,accuracy focus,Low
56,2,150,0,1,0.751213354,3.5,0.206095562,accuracy focus,Low
57,2,150,0,1,0.922310667,4,0.194225146,accuracy focus,Low
58,2,150,0,1,0.984153875,2.5,0.562849604,accuracy focus,Low
59,2,150,0,1,0.959380458,2,0.748332229,accuracy focus,Low
60,2,150,0,1,0.92902825,3.5,0.304891479,accuracy focus,Low
61,2,150,0,1,0.837634271,4,0.249370375,accuracy focus,Low
62,2,150,0,1,0.968691875,4,0.394404895,accuracy focus,Low
63,2,150,0,1,0.968203479,3,1.578088229,accuracy focus,Low
64,2,150,0,1,0.926631667,4,0.793521187,accuracy focus,Low
1,5,168,0,1,0.902566792,4,0.241720187,accuracy focus,Low
3,5,168,0,1,0.987262917,2.5,0.306169167,accuracy focus,Low
4,5,168,0,0.5,0.83729602,2.5,0.918390001,accuracy focus,Low
5,5,168,0,0,1.141585709,2,0.919150917,accuracy focus,Low
6,5,168,0,0.5,0.762602792,4,0.290042188,accuracy focus,Low
7,5,168,0,0.5,0.809714208,3,0.226590251,accuracy focus,Low
8,5,168,0,0.5,0.863894708,3.5,0.753265062,accuracy focus,Low
10,5,168,0,1,0.855204312,4,0.430484063,accuracy focus,Low
11,5,168,0,1,1.041262291,4,0.312256541,accuracy focus,Low
12,5,168,0,1,0.836018917,4,0.7440865,accuracy focus,Low
13,5,168,0,0.5,0.788086292,2.5,0.346296083,accuracy focus,Low
14,5,168,0,0,0.862774084,4,0.25279425,accuracy focus,Low
15,5,168,0,1,0.840774125,4,0.176790271,accuracy focus,Low
17,5,168,0,0,1.010174312,3.5,0.402398062,accuracy focus,Low
18,5,168,0,0.5,1.090452646,2,1.987206395,accuracy focus,Low
19,5,168,0,1,1.306246417,3,0.696615667,accuracy focus,Low
20,5,168,0,1,1.214209166,3,0.433369395,accuracy focus,Low
21,5,168,0,1,1.101787521,1.5,0.338443791,accuracy focus,Low
22,5,168,0,1,1.212587728,3,0.487063229,accuracy focus,Low
23,5,168,0,1,0.578637583,4,0.119091459,accuracy focus,Low
24,5,168,0,1,1.056630041,4,0.263508541,accuracy focus,Low
25,5,168,0,1,0.935741625,3,0.910295521,accuracy focus,Low
26,5,168,0,1,1.196878541,1,0.362207687,accuracy focus,Low
27,5,168,0,0.5,0.868349709,3.5,0.242466708,accuracy focus,Low
28,5,168,0,1,1.288823083,2,5.80841425,accuracy focus,Low
29,5,168,0,0.5,1.176787042,3,0.394375771,accuracy focus,Low
30,5,168,0,1,1.214819312,2,0.396508124,accuracy focus,Low
31,5,168,0,0.5,0.871479376,3.5,0.424653855,accuracy focus,Low
32,5,168,0,1,1.313198833,2.5,1.672269083,accuracy focus,Low
33,5,168,0,1,0.814643958,3.5,0.610876125,accuracy focus,Low
34,5,168,0,0.5,1.549953688,2,1.208739083,accuracy focus,Low
35,5,168,0,0.5,1.227345646,3,0.559701897,accuracy focus,Low
36,5,168,0,1,0.8313775,4,0.625604334,accuracy focus,Low
37,5,168,0,0.5,1.167954354,2.5,0.473990667,accuracy focus,Low
38,5,168,0,1,1.687525187,3.5,0.352005709,accuracy focus,Low
39,5,168,0,1,1.382963062,1.5,1.1594905,accuracy focus,Low
40,5,168,0,0.5,0.938657459,3,0.889340979,accuracy focus,Low
41,5,168,0,1,0.903204563,4,0.230961188,accuracy focus,Low
42,5,168,0,1,0.877844083,4,0.294688646,accuracy focus,Low
43,5,168,0,1,0.894768709,4,0.344508833,accuracy focus,Low
44,5,168,0,1,1.089260292,4,0.163517604,accuracy focus,Low
45,5,168,0,1,0.760408,4,0.184504542,accuracy focus,Low
46,5,168,0,1,1.316125166,2,0.574262833,accuracy focus,Low
47,5,168,0,0,1.39661475,1,0.691386417,accuracy focus,Low
48,5,168,0,0.5,0.858816146,2,0.554255958,accuracy focus,Low
49,5,168,0,1,0.951300687,4,0.201609042,accuracy focus,Low
50,5,168,0,1,1.047906,4,0.578882355,accuracy focus,Low
52,5,168,0,1,1.62516175,3,0.580551417,accuracy focus,Low
53,5,168,0,1,0.822165958,4,0.21907575,accuracy focus,Low
54,5,168,0,0,0.901415083,4,0.465985166,accuracy focus,Low
55,5,168,0,1,1.916070438,2.5,0.775550021,accuracy focus,Low
56,5,168,0,0,0.831493542,1,0.5022385,accuracy focus,Low
57,5,168,0,1,0.744912105,4,0.256705917,accuracy focus,Low
58,5,168,0,1,1.059197813,4,0.457300395,accuracy focus,Low
59,5,168,0,1,1.347508625,2,0.307432917,accuracy focus,Low
60,5,168,0,1,0.960392,1,0.28123402,accuracy focus,Low
61,5,168,0,1,1.051594292,4,0.505740604,accuracy focus,Low
62,5,168,0,1,0.899726459,4,0.137075583,accuracy focus,Low
63,5,168,0,1,1.121978542,1.5,0.466318188,accuracy focus,Low
64,5,168,0,0.5,1.145018042,3,0.372550646,accuracy focus,Low
1,1,181,0,0,1.422221917,2,0.521774166,accuracy focus,High
3,1,181,0,0,1.286195708,1,0.425937,accuracy focus,High
4,1,181,0,0,0.883478021,1.5,0.761464667,accuracy focus,High
5,1,181,0,0,0.926829584,1,0.312812833,accuracy focus,High
6,1,181,0,1,0.830135875,4,0.214299354,accuracy focus,High
7,1,181,0,0,0.894195229,2,0.355209083,accuracy focus,High
8,1,181,0,0,1.578779021,2,0.652300708,accuracy focus,High
10,1,181,0,0,1.374437021,2.5,0.491815438,accuracy focus,High
11,1,181,0,0,1.372231396,2,0.910639688,accuracy focus,High
12,1,181,0,0.5,1.320179563,3,1.040755562,accuracy focus,High
13,1,181,0,0,1.059875416,2,0.523014167,accuracy focus,High
14,1,181,0,0.5,0.708992521,1.5,0.298597958,accuracy focus,High
15,1,181,0,0,0.967032021,4,0.188356917,accuracy focus,High
17,1,181,0,0,1.204018292,1,0.394969542,accuracy focus,High
18,1,181,0,0,1.436044042,1.5,1.035175292,accuracy focus,High
19,1,181,0,0.5,1.446081,1.5,0.681291187,accuracy focus,High
20,1,181,0,0,1.705098667,1.5,0.4814985,accuracy focus,High
21,1,181,0,1,0.807985917,1,0.230304666,accuracy focus,High
22,1,181,0,0,1.511694688,2.5,0.871819792,accuracy focus,High
23,1,181,0,0.5,0.78567325,4,0.155678042,accuracy focus,High
24,1,181,0,0.5,1.098645792,2.5,0.790827167,accuracy focus,High
25,1,181,0,0.5,1.086247125,1,1.13178725,accuracy focus,High
26,1,181,0,0,0.886750792,1,0.152488458,accuracy focus,High
27,1,181,0,0,0.956488041,4,0.760978834,accuracy focus,High
28,1,181,0,0,1.230222021,1,0.405020417,accuracy focus,High
29,1,181,0,0,1.091726,3.5,0.365074874,accuracy focus,High
30,1,181,0,0.5,1.478209771,1,0.522080229,accuracy focus,High
31,1,181,0,0,1.420284584,2,1.138051542,accuracy focus,High
32,1,181,0,0,1.375501125,1.5,0.961815104,accuracy focus,High
33,1,181,0,0,1.175564,1.5,0.672842042,accuracy focus,High
34,1,181,0,0,1.205014583,1,0.536537375,accuracy focus,High
35,1,181,0,0,1.152791312,2.5,0.411388208,accuracy focus,High
36,1,181,0,0,0.895372438,2.5,0.810916416,accuracy focus,High
37,1,181,0,0.5,0.884256688,1.5,0.458536146,accuracy focus,High
38,1,181,0,0.5,1.446498063,1.5,0.389061979,accuracy focus,High
39,1,181,0,0,1.449417416,1,0.655600625,accuracy focus,High
40,1,181,0,0,1.158991,1,0.618933958,accuracy focus,High
41,1,181,0,0.5,1.152922396,3,0.49618873,accuracy focus,High
42,1,181,0,0,1.449273667,2.5,0.463784542,accuracy focus,High
43,1,181,0,0.5,1.079541854,2,0.535802771,accuracy focus,High
44,1,181,0,1,1.04798675,2.5,0.23320225,accuracy focus,High
45,1,181,0,0.5,0.800951,3.5,0.474529646,accuracy focus,High
46,1,181,0,0,1.043076958,3,0.454310167,accuracy focus,High
47,1,181,0,0,0.947179042,1,0.295384396,accuracy focus,High
48,1,181,0,0.5,0.847909917,4,0.385102604,accuracy focus,High
49,1,181,0,0,0.705958,3,0.178411354,accuracy focus,High
50,1,181,0,0.5,1.363386646,1,0.340016313,accuracy focus,High
52,1,181,0,0.5,1.710018042,1.5,1.21795325,accuracy focus,High
53,1,181,0,0,1.328463625,4,0.31264673,accuracy focus,High
54,1,181,0,1,0.804031417,2.5,0.440133292,accuracy focus,High
55,1,181,0,0,1.517194916,2.5,1.057885791,accuracy focus,High
56,1,181,0,1,0.66200325,1,0.196723188,accuracy focus,High
57,1,181,0,0.5,0.970327249,4,0.306082625,accuracy focus,High
58,1,181,0,0,0.946459312,3,0.536800354,accuracy focus,High
59,1,181,0,0,1.786559167,1,0.279913396,accuracy focus,High
60,1,181,0,0,1.251658542,1,0.254166188,accuracy focus,High
61,1,181,0,1,1.465778646,1,0.664116417,accuracy focus,High
62,1,181,0,1,1.401228042,1,0.458145125,accuracy focus,High
63,1,181,0,0,0.867904083,2.5,0.713598708,accuracy focus,High
64,1,181,0,1,1.484255042,2,0.860635167,accuracy focus,High
1,4,211,0,1,0.686971229,3.5,0.72920325,accuracy focus,Low
3,4,211,0,1,0.649140167,4,0.179372813,accuracy focus,Low
4,4,211,0,1,0.604357833,4,0.698114834,accuracy focus,Low
5,4,211,0,1,0.851155187,3,0.386034355,accuracy focus,Low
6,4,211,0,1,0.858033937,4,0.173548104,accuracy focus,Low
7,4,211,0,1,0.557438667,4,0.178845354,accuracy focus,Low
8,4,211,0,1,0.755428354,4,0.584689417,accuracy focus,Low
10,4,211,0,1,0.825943854,3.5,1.108207916,accuracy focus,Low
11,4,211,0,1,0.90275798,4,0.795487167,accuracy focus,Low
12,4,211,0,1,1.291575708,4,0.363821666,accuracy focus,Low
13,4,211,0,0.5,0.610656833,4,0.279695708,accuracy focus,Low
14,4,211,0,0.5,0.678842833,4,0.39218875,accuracy focus,Low
15,4,211,0,1,0.944840334,4,0.157462917,accuracy focus,Low
17,4,211,0,1,0.948751542,4,0.321776354,accuracy focus,Low
18,4,211,0,1,1.046471375,4,1.002802958,accuracy focus,Low
19,4,211,0,1,0.676278417,3.5,0.442539729,accuracy focus,Low
20,4,211,0,1,0.72986448,4,0.416799021,accuracy focus,Low
21,4,211,0,1,0.659807,4,0.276317834,accuracy focus,Low
22,4,211,0,1,0.636239604,4,0.588833584,accuracy focus,Low
23,4,211,0,1,0.664684688,4,0.128953438,accuracy focus,Low
24,4,211,0,0.5,1.004633396,2.5,1.16824525,accuracy focus,Low
25,4,211,0,1,0.635819355,4,0.679160146,accuracy focus,Low
26,4,211,0,1,0.828660729,3,0.290005437,accuracy focus,Low
27,4,211,0,1,0.806746021,3,1.426412917,accuracy focus,Low
28,4,211,0,0.5,0.844362417,2.5,1.021850333,accuracy focus,Low
29,4,211,0,1,0.811730979,4,0.182112146,accuracy focus,Low
30,4,211,0,1,0.761704375,4,0.381517521,accuracy focus,Low
31,4,211,0,1,0.723021167,4,0.433819959,accuracy focus,Low
32,4,211,0,1,1.236088166,3.5,0.889710312,accuracy focus,Low
33,4,211,0,0.5,1.094957792,4,0.616312375,accuracy focus,Low
34,4,211,0,1,0.780236312,4,0.442845666,accuracy focus,Low
35,4,211,0,1,0.968400458,4,0.202958583,accuracy focus,Low
36,4,211,0,1,0.887921688,4,1.354072333,accuracy focus,Low
37,4,211,0,1,0.709509354,3,0.513974042,accuracy focus,Low
38,4,211,0,1,0.630219916,4,0.393506166,accuracy focus,Low
39,4,211,0,1,0.977756375,4,0.324616333,accuracy focus,Low
41,4,211,0,1,0.662817437,4,0.314354938,accuracy focus,Low
42,4,211,0,1,1.420650479,4,0.43064725,accuracy focus,Low
43,4,211,0,1,0.675886437,4,0.3551185,accuracy focus,Low
44,4,211,0,1,1.270055355,4,0.2652505,accuracy focus,Low
45,4,211,0,1,0.636915604,4,0.179770562,accuracy focus,Low
46,4,211,0,1,0.798976229,4,0.239582896,accuracy focus,Low
47,4,211,0,1,0.949863438,4,0.377963687,accuracy focus,Low
48,4,211,0,1,0.658007541,4,0.401468626,accuracy focus,Low
49,4,211,0,0.5,0.700387834,2.5,0.59408,accuracy focus,Low
50,4,211,0,1,0.996634146,4,0.340406499,accuracy focus,Low
52,4,211,0,1,1.02615527,4,0.717318729,accuracy focus,Low
53,4,211,0,1,0.726682125,4,0.252457916,accuracy focus,Low
54,4,211,0,1,0.722899563,4,0.201106813,accuracy focus,Low
55,4,211,0,1,1.168226584,3.5,1.680074896,accuracy focus,Low
56,4,211,0,0.5,0.706576563,1,0.148780375,accuracy focus,Low
57,4,211,0,1,0.78697627,4,0.178924292,accuracy focus,Low
58,4,211,0,1,0.991933874,3.5,0.617342938,accuracy focus,Low
59,4,211,0,1,0.813310229,4,0.448443521,accuracy focus,Low
60,4,211,0,1,1.270618979,4,0.632840625,accuracy focus,Low
61,4,211,0,1,0.807988146,4,0.299085229,accuracy focus,Low
62,4,211,0,1,0.601314146,4,0.154145333,accuracy focus,Low
63,4,211,0,1,0.901791437,4,0.833774813,accuracy focus,Low
64,4,211,0,1,1.001744584,4,1.56967725,accuracy focus,Low
1,1,277,1,0.5,0.907847376,4,0.113039021,speed focus,High
3,1,277,1,0.5,0.857830208,4,0.137684708,speed focus,High
4,1,277,1,0.5,0.867236166,2.5,1.103529708,speed focus,High
5,1,277,1,0.5,0.857371833,1,0.432119083,speed focus,High
6,1,277,1,1,0.664433438,4,0.414082292,speed focus,High
7,1,277,1,1,0.591499709,4,0.185610062,speed focus,High
8,1,277,1,1,0.625041083,4,0.186438084,speed focus,High
10,1,277,1,1,0.889367959,2,0.265817292,speed focus,High
11,1,277,1,0.5,1.033540854,2.5,0.865518125,speed focus,High
12,1,277,1,0.5,0.641827458,4,0.25747702,speed focus,High
13,1,277,1,0,0.669111354,4,0.214194292,speed focus,High
14,1,277,1,0.5,0.569533417,1.5,0.25640675,speed focus,High
15,1,277,1,0,0.328793666,3.5,0.171824166,speed focus,High
17,1,277,1,1,0.675712709,4,0.233673958,speed focus,High
18,1,277,1,0,0.696990792,3.5,0.525456021,speed focus,High
19,1,277,1,1,0.803430188,3.5,0.394574688,speed focus,High
20,1,277,1,1,0.5878805,4,0.314947771,speed focus,High
21,1,277,1,1,0.812183959,1,0.56135498,speed focus,High
22,1,277,1,1,0.771669166,3.5,1.761407479,speed focus,High
23,1,277,1,0.5,0.553867417,4,0.178981813,speed focus,High
24,1,277,1,1,0.760515458,4,0.19632123,speed focus,High
25,1,277,1,0.5,0.797583708,2,1.094995583,speed focus,High
26,1,277,1,1,0.73690975,2,0.37766125,speed focus,High
27,1,277,1,0.5,0.517495979,2.5,0.808286146,speed focus,High
28,1,277,1,0.5,0.773243188,2.5,0.477814521,speed focus,High
29,1,277,1,1,0.79927375,4,0.171554375,speed focus,High
30,1,277,1,1,0.781372605,3,1.078211896,speed focus,High
31,1,277,1,1,0.6456825,4,0.6897505,speed focus,High
32,1,277,1,0.5,0.559509167,3,0.367383104,speed focus,High
33,1,277,1,1,0.923103646,4,0.383582396,speed focus,High
34,1,277,1,0.5,0.554351688,2.5,0.5210695,speed focus,High
35,1,277,1,1,0.808353979,2.5,0.304466792,speed focus,High
36,1,277,1,1,0.593342125,4,0.496548313,speed focus,High
37,1,277,1,1,0.571202645,3.5,0.281979875,speed focus,High
38,1,277,1,1,1.083069041,4,0.339491104,speed focus,High
39,1,277,1,1,0.640896354,2.5,0.578563208,speed focus,High
40,1,277,1,0.5,0.986801563,2.5,0.347303001,speed focus,High
41,1,277,1,1,0.769058896,4,0.422635313,speed focus,High
42,1,277,1,1,0.970395146,4,0.162966541,speed focus,High
43,1,277,1,1,0.603402333,4,0.202712896,speed focus,High
44,1,277,1,1,0.708515125,4,0.153402646,speed focus,High
45,1,277,1,0.5,0.879485875,4,0.35385527,speed focus,High
46,1,277,1,1,0.857403646,3,0.529614146,speed focus,High
47,1,277,1,1,0.774551958,3,0.324584187,speed focus,High
48,1,277,1,1,0.723641292,4,0.185762667,speed focus,High
49,1,277,1,1,0.724004624,4,0.291498459,speed focus,High
50,1,277,1,1,0.736984792,4,0.170613417,speed focus,High
52,1,277,1,1,0.679452917,4,0.997499,speed focus,High
53,1,277,1,0,0.70020725,2.5,0.312979208,speed focus,High
54,1,277,1,1,0.601814708,4,0.434536187,speed focus,High
55,1,277,1,1,0.627274875,4,0.305926979,speed focus,High
56,1,277,1,1,0.689135896,4,0.13544025,speed focus,High
57,1,277,1,1,0.678302125,1,0.519474312,speed focus,High
58,1,277,1,1,0.567053042,3.5,0.418725354,speed focus,High
59,1,277,1,1,0.894244041,2,0.309922875,speed focus,High
60,1,277,1,1,0.757197313,1.5,0.440177396,speed focus,High
61,1,277,1,1,1.141722916,4,0.223982354,speed focus,High
62,1,277,1,0.5,0.658937583,4,0.266088125,speed focus,High
63,1,277,1,0,0.730889708,2,1.241636583,speed focus,High
64,1,277,1,1,0.665076042,2.5,1.324604396,speed focus,High
1,8,291,0,1,0.796779583,3.5,0.481771354,accuracy focus,Low
3,8,291,0,0,0.964148042,4,0.1851765,accuracy focus,Low
4,8,291,0,0.5,0.799140542,3.5,0.669398895,accuracy focus,Low
5,8,291,0,0.5,0.884783604,3.5,0.401655187,accuracy focus,Low
6,8,291,0,1,0.700693771,4,0.199287958,accuracy focus,Low
7,8,291,0,0,0.799447458,4,0.162820417,accuracy focus,Low
8,8,291,0,0.5,0.906922646,4,0.588279063,accuracy focus,Low
10,8,291,0,1,0.695778751,3.5,0.384312833,accuracy focus,Low
11,8,291,0,1,0.931239229,4,0.382150667,accuracy focus,Low
12,8,291,0,0,0.764092917,4,0.281086959,accuracy focus,Low
13,8,291,0,1,0.613662333,4,0.39010825,accuracy focus,Low
14,8,291,0,0.5,0.714590312,3.5,0.37846098,accuracy focus,Low
15,8,291,0,1,0.709106896,3,0.154303334,accuracy focus,Low
17,8,291,0,0,0.909288791,4,0.296855541,accuracy focus,Low
18,8,291,0,1,0.897837167,4,1.075534417,accuracy focus,Low
19,8,291,0,0,1.002050458,3.5,0.879420979,accuracy focus,Low
20,8,291,0,1,1.300168417,4,0.544932646,accuracy focus,Low
21,8,291,0,1,0.847829521,2.5,0.782711813,accuracy focus,Low
22,8,291,0,0.5,0.91133575,4,1.161281063,accuracy focus,Low
23,8,291,0,1,0.6345575,4,0.15306998,accuracy focus,Low
25,8,291,0,1,0.706133771,3.5,0.648362813,accuracy focus,Low
26,8,291,0,1,1.051214605,2,0.20830675,accuracy focus,Low
27,8,291,0,1,0.740815396,4,0.315457626,accuracy focus,Low
28,8,291,0,1,1.213659208,2.5,1.24662675,accuracy focus,Low
29,8,291,0,1,1.291097625,4,0.293006897,accuracy focus,Low
30,8,291,0,1,1.373889354,3.5,0.993367417,accuracy focus,Low
31,8,291,0,0.5,0.958998001,2.5,0.786192917,accuracy focus,Low
32,8,291,0,1,1.247656479,3,0.337972812,accuracy focus,Low
33,8,291,0,0,1.051274916,3,0.849963292,accuracy focus,Low
34,8,291,0,1,1.439897854,3,6.1845965,accuracy focus,Low
35,8,291,0,0.5,1.095892625,4,0.242047375,accuracy focus,Low
36,8,291,0,1,1.119146146,4,0.531547375,accuracy focus,Low
37,8,291,0,0,0.709707416,2.5,0.434298271,accuracy focus,Low
38,8,291,0,1,0.883796833,4,0.351828187,accuracy focus,Low
39,8,291,0,1,1.581547146,3.5,1.342707896,accuracy focus,Low
40,8,291,0,1,0.982218375,4,0.753448396,accuracy focus,Low
41,8,291,0,1,1.217189,4,0.203788146,accuracy focus,Low
42,8,291,0,1,1.010866917,4,0.289306917,accuracy focus,Low
43,8,291,0,1,0.849042916,4,0.331944645,accuracy focus,Low
44,8,291,0,1,0.997882584,4,0.281504333,accuracy focus,Low
45,8,291,0,0,0.863490521,4,0.297353562,accuracy focus,Low
46,8,291,0,1,1.106231062,3.5,0.350251041,accuracy focus,Low
47,8,291,0,1,1.011462791,4,0.869308813,accuracy focus,Low
48,8,291,0,1,0.792152271,4,0.403194104,accuracy focus,Low
49,8,291,0,1,0.575019812,4,0.34669975,accuracy focus,Low
50,8,291,0,1,0.832123979,4,0.278097229,accuracy focus,Low
52,8,291,0,1,1.145438521,3.5,1.516859896,accuracy focus,Low
53,8,291,0,1,0.737037292,4,0.353064979,accuracy focus,Low
54,8,291,0,0.5,0.975837688,4,0.345728375,accuracy focus,Low
55,8,291,0,0.5,1.089538354,2,1.282135667,accuracy focus,Low
56,8,291,0,0.5,0.682640542,4,0.20955527,accuracy focus,Low
57,8,291,0,1,0.605123083,4,0.151786354,accuracy focus,Low
58,8,291,0,0,1.048569708,3,0.710945958,accuracy focus,Low
59,8,291,0,0.5,0.7433335,1,1.060794875,accuracy focus,Low
60,8,291,0,0.5,0.920444812,2,0.554298355,accuracy focus,Low
61,8,291,0,1,0.842030333,4,0.393633105,accuracy focus,Low
62,8,291,0,1,0.915369187,4,0.170771,accuracy focus,Low
